x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.0604153871536254,-0.0264185667037963,-0.0340370340211961,0.1137901544570922,-0.0810238122940063,-0.0560521027012441,0.1322653889656067,-0.1456815004348755,-0.0755784427686308,0.1057372689247131,-0.1990772485733032,-0.0885934298797224,0.0908557772636413,-0.2329618632793426,-0.0215338254286621,0.1344615817070007,-0.2416721284389495,-0.0584354130490396,0.1201561093330383,-0.1682519912719726,-0.0753632849021528,0.0962958335876464,-0.1514328122138977,-0.0829839473529432,0.0453031063079834,-0.2460616827011108,-0.0223627658500049,0.0880541205406189,-0.2488994598388672,-0.060795481310663,0.0799809694290161,-0.1552431583404541,-0.068078360514221,0.0606856942176818,-0.152972936630249,-0.0650491630597684,0.0009914636611938,-0.2359918653964996,-0.0289287576391075,0.0434513092041015,-0.2290380895137787,-0.0695878034396741,0.0434252023696899,-0.1438006162643432,-0.0596880530877683,0.0234572291374206,-0.1419348716735839,-0.0441929055317018,-0.0425663590431213,-0.2105906009674072,-0.0378366103334997,0.0019618272781372,-0.2037689089775085,-0.0627310117645834,0.0102320313453674,-0.1451846361160278,-0.0514402044876192,-0.0056624412536621,-0.1375709772109985,-0.0366775197847459,rock
0.0,0.0,0.0,0.0613118410110473,-0.0244820713996887,-0.0364833315674388,0.1151365637779235,-0.0771993398666381,-0.0601878044966781,0.133633017539978,-0.1417544484138488,-0.0810469528500164,0.1078466176986694,-0.1967553496360778,-0.0950126638475978,0.0944815874099731,-0.2292696833610534,-0.0246171047751033,0.1371061205863952,-0.2386610805988311,-0.0632122969094837,0.1218907833099365,-0.1660683751106262,-0.0799303119842136,0.0980095267295837,-0.1487732529640197,-0.0870280181829059,0.0480262637138366,-0.2431482672691345,-0.0246611917231405,0.0893619656562805,-0.2462462186813354,-0.0658724522058094,0.0812586545944213,-0.1516671180725097,-0.0732751851741397,0.0636619925498962,-0.1508148312568664,-0.0696069961253726,0.003283679485321,-0.2332001030445099,-0.030629263243469,0.0430485010147094,-0.2261919677257537,-0.0737580722037876,0.0438301563262939,-0.1404107213020324,-0.0635173087779605,0.0253263115882873,-0.1399174928665161,-0.047168205476197,-0.040168821811676,-0.2081954479217529,-0.0390938734475696,0.0016282796859741,-0.2011799812316894,-0.0657971640888774,0.0099237561225891,-0.1422531604766845,-0.0548284342352474,-0.0058280229568481,-0.1361158490180969,-0.0398806100551212,rock
0.0,0.0,0.0,0.0617622733116149,-0.0244542360305786,-0.0356551423616338,0.1150087714195251,-0.0764873623847961,-0.0588572487182545,0.1326187252998352,-0.1408066153526306,-0.0793938167340684,0.10773366689682,-0.1960399150848388,-0.0931689046270776,0.0943156480789184,-0.2294453680515289,-0.022822634870522,0.1366413235664367,-0.2375561892986297,-0.0620572395570206,0.1210677027702331,-0.1663582324981689,-0.0794169135339188,0.0965721607208252,-0.1473604440689087,-0.0865279637224603,0.0479333996772766,-0.2436038851737976,-0.0232696231402087,0.0893099904060363,-0.2474429607391357,-0.0644323132879662,0.0805020332336425,-0.1524412631988525,-0.0716053150541711,0.0622287988662719,-0.1490541100502014,-0.0673779152281213,0.0032919645309448,-0.234000563621521,-0.0298422682977843,0.0430951118469238,-0.2259559333324432,-0.0732976399309564,0.0431931614875793,-0.1397933959960937,-0.0634100712783265,0.0241460800170898,-0.1379779577255249,-0.046851725871079,-0.0402919054031372,-0.2085482478141784,-0.0388175450212884,0.0016186833381652,-0.200658917427063,-0.0656614355690408,0.0095151662826538,-0.1416325569152832,-0.0547633968241143,-0.006472110748291,-0.135369598865509,-0.0396165676362443,rock
0.0,0.0,0.0,0.0620226263999938,-0.0254578590393066,-0.0381495991056226,0.1157358288764953,-0.0781606435775756,-0.0627788828020357,0.1339077353477478,-0.1429460048675537,-0.084278889120128,0.108916163444519,-0.1984339952468872,-0.098712816954162,0.0946971178054809,-0.231367290019989,-0.0255968702291511,0.1380615234375,-0.240209013223648,-0.0648342148666643,0.1225392818450927,-0.1677001118659973,-0.0817976371650957,0.0981971025466919,-0.1510108709335327,-0.0889077113275789,0.0474180579185485,-0.2450429797172546,-0.0249423460369371,0.0900231599807739,-0.2468662858009338,-0.0662813858394884,0.0819136500358581,-0.1518018841743469,-0.0734304786925577,0.0642736554145813,-0.1520992517471313,-0.0694732369189523,0.0023616552352905,-0.2348548173904419,-0.0305046142344735,0.0429366827011108,-0.2258827090263366,-0.0738971309070848,0.0439911484718322,-0.1406303644180297,-0.0637596697812341,0.0254554748535156,-0.1412306427955627,-0.0473678411250375,-0.041001558303833,-0.2094963192939758,-0.0387161300783418,0.0010467767715454,-0.2021809220314026,-0.0654350594883226,0.0094008445739746,-0.1438931226730346,-0.0545138680641912,-0.0066362619400024,-0.1380972266197204,-0.0395302922730707,rock
0.0,0.0,0.0,0.061093270778656,-0.0242542624473571,-0.0374877187495599,0.1135867834091186,-0.0759764909744262,-0.0620442922299275,0.1325603127479553,-0.1405515670776367,-0.0837249043469796,0.1102368831634521,-0.1982766389846801,-0.0987449768071542,0.0933834910392761,-0.229597121477127,-0.0261522694563041,0.1381723284721374,-0.241359144449234,-0.0666157412414918,0.1242031455039978,-0.1696423888206482,-0.0846349778657327,0.1005023717880249,-0.1483568549156189,-0.0917259040360818,0.0473358631134033,-0.2431237399578094,-0.0257459241037736,0.0913846492767334,-0.247012048959732,-0.0666611152773271,0.0824290513992309,-0.1521230340003967,-0.0734700593238244,0.0633172392845153,-0.1487248539924621,-0.0691120657210717,0.003096580505371,-0.2333534955978393,-0.0316407154386411,0.045426607131958,-0.2260502576828003,-0.0748113128428826,0.0448378324508667,-0.140061616897583,-0.0645296159272561,0.0251780152320861,-0.1379287838935852,-0.047834265518702,-0.0402083396911621,-0.2081536650657653,-0.0400810684149632,0.0031409859657287,-0.2019204497337341,-0.0665085795407662,0.0106458067893981,-0.1423235535621643,-0.0549752372389207,-0.0056700110435485,-0.1342310309410095,-0.0394088844840894,rock
0.0,0.0,0.0,0.0630250573158264,-0.0267366170883178,-0.0360852166561471,0.1181132197380065,-0.0788553357124328,-0.059544446274458,0.1371615529060363,-0.143687903881073,-0.080226576283394,0.1116974353790283,-0.1977123618125915,-0.0937977194337236,0.0958059430122375,-0.2322250008583068,-0.0225961323378669,0.1409590244293213,-0.2387169301509857,-0.0614338166562902,0.1237744092941284,-0.1656453609466552,-0.0790663420705186,0.0992839336395263,-0.1514801383018493,-0.087102717116295,0.0490524172782897,-0.2459636330604553,-0.0231236297188388,0.0932347774505615,-0.2456488907337188,-0.0645407869963037,0.083336055278778,-0.1514881253242492,-0.0725981503276216,0.0654624104499816,-0.1522526741027832,-0.0695184900907861,0.0041021704673767,-0.2360678315162658,-0.0297031424490796,0.0465782880783081,-0.2270969748497009,-0.072880415573536,0.0453209280967712,-0.141556441783905,-0.0628467708377229,0.025851547718048,-0.1420705318450927,-0.0466956406382905,-0.0389343500137329,-0.2105594873428344,-0.0388401172606336,0.0046407580375671,-0.201862633228302,-0.065326271906315,0.0108706951141357,-0.1432152986526489,-0.0543542824236737,-0.0063316226005554,-0.1383846402168274,-0.0394509382097112,rock
0.0,0.0,0.0,0.0613730549812316,-0.0254902243614196,-0.0340259754445071,0.1177155375480651,-0.0784518122673034,-0.0561576382603163,0.1369164586067199,-0.1417702436447143,-0.0759134003307338,0.1108536720275878,-0.1943429708480835,-0.0890879639770503,0.0948042273521423,-0.2323435246944427,-0.0212813512768264,0.1394450068473816,-0.2363770604133606,-0.0594277129854674,0.1235702037811279,-0.1644185781478881,-0.077466242888164,0.0998151302337646,-0.1496397852897644,-0.085873142757606,0.0494482517242431,-0.2460099458694458,-0.0225508706058974,0.0928441882133483,-0.2423611283302307,-0.061394625284862,0.0826221108436584,-0.1499990820884704,-0.0687473276044841,0.0644152164459228,-0.1504434943199157,-0.0659772240902896,0.0052691102027893,-0.2361689805984497,-0.0297543880875821,0.0471404790878295,-0.2260894775390625,-0.0713170030500407,0.0451033115386962,-0.140953242778778,-0.061154228576612,0.0256081819534301,-0.1407907009124755,-0.0455244192268367,-0.0375869870185852,-0.2101238965988159,-0.0393815608109946,0.0052075386047363,-0.200477659702301,-0.065308638789844,0.0106428861618042,-0.1415924429893493,-0.0542136998261923,-0.0066573619842529,-0.1366668343544006,-0.039523106941175,rock
0.0,0.0,0.0,0.0587396025657653,-0.0242897868156433,-0.0332852085331012,0.1137760877609252,-0.0749962925910949,-0.0549123552837897,0.1337379813194275,-0.1381587982177734,-0.0739164543548156,0.1075780987739563,-0.1912922263145446,-0.0863468763628532,0.0958865880966186,-0.2296113073825836,-0.0221314435103465,0.13837730884552,-0.2388937473297119,-0.059993990252309,0.1223450899124145,-0.1649880409240722,-0.0782133308449317,0.0991005301475524,-0.1472312211990356,-0.0866748658218909,0.0491668581962585,-0.2454003691673278,-0.0236059841909934,0.0895224213600158,-0.2470485568046569,-0.0632026759186317,0.0810476541519165,-0.1532376408576965,-0.0716201034584571,0.0632333159446716,-0.1486302614212036,-0.0693212938705016,0.0032107234001159,-0.2360274195671081,-0.0305822515138913,0.0421476960182189,-0.2291429340839386,-0.0717338812747527,0.0431095957756042,-0.1431085467338562,-0.0616678823926974,0.0254871249198913,-0.1393669247627258,-0.0460006040731002,-0.0423198342323303,-0.2098768353462219,-0.039866418133073,-0.0020380020141601,-0.2026156187057495,-0.0652255979576637,0.008167028427124,-0.1435009837150573,-0.0538102467754413,-0.0046016573905944,-0.1360853314399719,-0.0387477544346381,rock
0.0,0.0,0.0,0.0616824626922607,-0.025959312915802,-0.0359248998637156,0.1170276999473571,-0.0768368244171142,-0.0589349861319021,0.1346832513809204,-0.1412839889526367,-0.0790415066356615,0.108018159866333,-0.1954879164695739,-0.0922131273026423,0.0977339148521423,-0.2294338345527649,-0.0231098081047491,0.1399095058441162,-0.2385315299034118,-0.0622274945552305,0.1219009757041931,-0.1652390956878662,-0.0799609306330637,0.0973067879676818,-0.1492173075675964,-0.087800818967338,0.0501870512962341,-0.2450195252895355,-0.023473770829554,0.0905134677886962,-0.2485411763191223,-0.0653599011774019,0.0809332132339477,-0.1531640887260437,-0.0735497730846361,0.0635784268379211,-0.1499907374382019,-0.0701841893668131,0.0039182901382446,-0.236011654138565,-0.0298074367518381,0.042576253414154,-0.2281114757061004,-0.073056447791572,0.043017566204071,-0.1420179009437561,-0.0630468907828287,0.0256860852241516,-0.1400518417358398,-0.0465921680505232,-0.041576862335205,-0.2110576033592224,-0.0386177445824102,-0.0019944310188293,-0.2029007673263549,-0.0646762880558924,0.0081858038902282,-0.1444705724716186,-0.0536324116463617,-0.0041781663894653,-0.1385461688041687,-0.0385606098051027,rock
0.0,0.0,0.0,0.0622119903564453,-0.02598237991333,-0.0361715532920072,0.1172282099723815,-0.0786489844322204,-0.0599613167426298,0.1355115175247192,-0.1432390809059143,-0.0809119321486662,0.1096916794776916,-0.1980404257774353,-0.0950702555558393,0.0953367352485656,-0.2324569225311279,-0.0245788820168684,0.1391584873199463,-0.2399065494537353,-0.0637712828895757,0.1229367852210998,-0.1677861213684082,-0.0817487962624738,0.0989657044410705,-0.1539175510406494,-0.0899880804202268,0.048633337020874,-0.2462988197803497,-0.024999184169502,0.0911515355110168,-0.2480946183204651,-0.0657261662265966,0.0811636447906494,-0.1539388298988342,-0.0733337752601812,0.0629406571388244,-0.1551358103752136,-0.070243334033222,0.0036903619766235,-0.2362010180950164,-0.0314100883981893,0.0446810722351074,-0.2287321090698242,-0.0740148775360296,0.0437428951263427,-0.1431519389152526,-0.0637755744239996,0.0245364308357238,-0.1446463465690612,-0.0478652060112665,-0.0396189093589782,-0.2105738520622253,-0.0403300762257288,0.0020948648452758,-0.2023953199386596,-0.0663408838293264,0.00910085439682,-0.1441882252693176,-0.055208390214176,-0.0073378682136535,-0.1399065852165222,-0.0404951512894342,rock
